Left Bin Edge (nm)	Right Bin Edge (nm)	Bin Center (nm)		Top of Atm Flux (erg/s/nm/cm2)		Surface Flux (erg/s/nm/cm2)
2.8975000e+02		2.9025000e+02		2.9000000e+02		5.8362874e+02		0.0000000e+00		0.0000000e+00
2.9025000e+02		2.9075000e+02		2.9050000e+02		6.3322110e+02		0.0000000e+00		0.0000000e+00
2.9075000e+02		2.9125000e+02		2.9100000e+02		6.0750116e+02		0.0000000e+00		0.0000000e+00
2.9125000e+02		2.9175000e+02		2.9150000e+02		6.0942590e+02		0.0000000e+00		0.0000000e+00
2.9175000e+02		2.9225000e+02		2.9200000e+02		5.7034536e+02		6.3970000e-03		0.0000000e+00
2.9225000e+02		2.9275000e+02		2.9250000e+02		5.2518872e+02		2.6530000e-03		0.0000000e+00
2.9275000e+02		2.9325000e+02		2.9300000e+02		5.3777543e+02		6.0120000e-03		0.0000000e+00
2.9325000e+02		2.9375000e+02		2.9350000e+02		5.7868403e+02		2.0910000e-02		0.0000000e+00
2.9375000e+02		2.9425000e+02		2.9400000e+02		5.0815573e+02		2.9390000e-02		0.0000000e+00
2.9425000e+02		2.9475000e+02		2.9450000e+02		5.4606642e+02		5.5910000e-02		0.0000000e+00
2.9475000e+02		2.9525000e+02		2.9500000e+02		5.0940816e+02		1.1740000e-01		0.0000000e+00
2.9525000e+02		2.9575000e+02		2.9550000e+02		5.6992032e+02		2.0430000e-01		0.0000000e+00
2.9575000e+02		2.9625000e+02		2.9600000e+02		5.8658222e+02		3.5480000e-01		0.0000000e+00
2.9625000e+02		2.9675000e+02		2.9650000e+02		5.2674779e+02		3.8010000e-01		0.0000000e+00
2.9675000e+02		2.9725000e+02		2.9700000e+02		4.5568491e+02		5.1530000e-01		0.0000000e+00
2.9725000e+02		2.9775000e+02		2.9750000e+02		5.3156868e+02		1.1960000e+00		0.0000000e+00
2.9775000e+02		2.9825000e+02		2.9800000e+02		5.6477381e+02		1.4720000e+00		0.0000000e+00
2.9825000e+02		2.9875000e+02		2.9850000e+02		4.2314563e+02		1.4570000e+00		0.0000000e+00
2.9875000e+02		2.9925000e+02		2.9900000e+02		5.2262790e+02		2.8150000e+00		0.0000000e+00
2.9925000e+02		2.9975000e+02		2.9950000e+02		5.0148409e+02		3.8860000e+00		0.0000000e+00
2.9975000e+02		3.0025000e+02		3.0000000e+02		4.5681960e+02		3.8630000e+00		0.0000000e+00
3.0025000e+02		3.0075000e+02		3.0050000e+02		4.2607137e+02		5.0900000e+00		0.0000000e+00
3.0075000e+02		3.0125000e+02		3.0100000e+02		4.5889024e+02		8.1120000e+00		0.0000000e+00
3.0125000e+02		3.0175000e+02		3.0150000e+02		5.0187448e+02		1.0610000e+01		0.0000000e+00
3.0175000e+02		3.0225000e+02		3.0200000e+02		4.0767446e+02		9.1300000e+00		0.0000000e+00
3.0225000e+02		3.0275000e+02		3.0250000e+02		4.9844088e+02		1.6520000e+01		0.0000000e+00
3.0275000e+02		3.0325000e+02		3.0300000e+02		6.2885454e+02		2.6040000e+01		0.0000000e+00
3.0325000e+02		3.0375000e+02		3.0350000e+02		6.7950408e+02		3.0380000e+01		0.0000000e+00
3.0375000e+02		3.0425000e+02		3.0400000e+02		5.9447937e+02		2.8740000e+01		0.0000000e+00
3.0425000e+02		3.0475000e+02		3.0450000e+02		6.3473905e+02		3.7430000e+01		0.0000000e+00
3.0475000e+02		3.0525000e+02		3.0500000e+02		6.3447920e+02		4.9560000e+01		0.0000000e+00
3.0525000e+02		3.0575000e+02		3.0550000e+02		6.4678076e+02		5.0510000e+01		0.0000000e+00
3.0575000e+02		3.0625000e+02		3.0600000e+02		5.3733953e+02		4.8900000e+01		0.0000000e+00
3.0625000e+02		3.0675000e+02		3.0650000e+02		5.8847711e+02		5.7160000e+01		0.0000000e+00
3.0675000e+02		3.0725000e+02		3.0700000e+02		6.1524479e+02		7.5580000e+01		0.0000000e+00
3.0725000e+02		3.0775000e+02		3.0750000e+02		6.4279074e+02		8.7570000e+01		0.0000000e+00
3.0775000e+02		3.0825000e+02		3.0800000e+02		6.5732408e+02		9.1460000e+01		0.0000000e+00
3.0825000e+02		3.0875000e+02		3.0850000e+02		6.4939761e+02		1.0190000e+02		0.0000000e+00
3.0875000e+02		3.0925000e+02		3.0900000e+02		5.8785218e+02		8.8040000e+01		0.0000000e+00
3.0925000e+02		3.0975000e+02		3.0950000e+02		5.0924523e+02		9.5240000e+01		0.0000000e+00
3.0975000e+02		3.1025000e+02		3.1000000e+02		4.9064483e+02		9.4460000e+01		0.0000000e+00
3.1025000e+02		3.1075000e+02		3.1050000e+02		6.5271082e+02		1.5170000e+02		0.0000000e+00
3.1075000e+02		3.1125000e+02		3.1100000e+02		7.8978490e+02		1.8120000e+02		0.0000000e+00
3.1125000e+02		3.1175000e+02		3.1150000e+02		7.8053437e+02		1.7430000e+02		0.0000000e+00
3.1175000e+02		3.1225000e+02		3.1200000e+02		6.7158023e+02		1.6320000e+02		0.0000000e+00
3.1225000e+02		3.1275000e+02		3.1250000e+02		6.8429935e+02		1.8900000e+02		0.0000000e+00
3.1275000e+02		3.1325000e+02		3.1300000e+02		7.0546209e+02		1.9810000e+02		0.0000000e+00
3.1325000e+02		3.1375000e+02		3.1350000e+02		7.1353007e+02		2.0180000e+02		0.0000000e+00
3.1375000e+02		3.1425000e+02		3.1400000e+02		7.6594831e+02		2.3340000e+02		0.0000000e+00
3.1425000e+02		3.1475000e+02		3.1450000e+02		6.3888592e+02		1.9720000e+02		0.0000000e+00
3.1475000e+02		3.1525000e+02		3.1500000e+02		7.0652539e+02		2.5400000e+02		0.0000000e+00
3.1525000e+02		3.1575000e+02		3.1550000e+02		6.8456635e+02		2.2090000e+02		0.0000000e+00
3.1575000e+02		3.1625000e+02		3.1600000e+02		5.5198466e+02		1.8390000e+02		0.0000000e+00
3.1625000e+02		3.1675000e+02		3.1650000e+02		6.4682662e+02		2.5390000e+02		0.0000000e+00
3.1675000e+02		3.1725000e+02		3.1700000e+02		7.7498181e+02		3.1380000e+02		0.0000000e+00
3.1725000e+02		3.1775000e+02		3.1750000e+02		8.4344959e+02		3.2640000e+02		0.0000000e+00
3.1775000e+02		3.1825000e+02		3.1800000e+02		6.9773560e+02		2.4460000e+02		0.0000000e+00
3.1825000e+02		3.1875000e+02		3.1850000e+02		6.6424407e+02		2.9050000e+02		0.0000000e+00
3.1875000e+02		3.1925000e+02		3.1900000e+02		7.3589785e+02		3.2610000e+02		0.0000000e+00
3.1925000e+02		3.1975000e+02		3.1950000e+02		6.9096339e+02		2.9040000e+02		0.0000000e+00
3.1975000e+02		3.2025000e+02		3.2000000e+02		8.0422911e+02		3.5060000e+02		0.0000000e+00
3.2025000e+02		3.2075000e+02		3.2050000e+02		8.6202843e+02		4.0380000e+02		0.0000000e+00
3.2075000e+02		3.2125000e+02		3.2100000e+02		7.5927408e+02		3.3760000e+02		0.0000000e+00
