All Dosimeters Normalized to Space Radiation Case
# Zenith Angle &  Albedo & Radiance (100-165 nm) & Radiance (200-300 nm) & UMP Gly Cleavage (lambda0=193nm) & UMP Gly Cleavage (lambda0=230nm) & UMP Gly Cleavage (lambda0=254nm) &  CuCN3 Photoionization (lambda0=254 nm) & CuCN3 Photoionization (lambda0=300 nm)
# 
66.5	tundra	3.7886966911e-119	0.197959185429	0.0935270106514	0.0830733232379	0.116047615859	0.109636263145	0.143241993963
66.5	ocean	3.78869671731e-119	0.200906144092	0.0951929533068	0.0848599818285	0.118404322494	0.11194431403	0.145901530318
66.5	desert	3.78869753685e-119	0.217665049866	0.105122861096	0.0959955349671	0.132966791216	0.126300688213	0.161968697757
66.5	oldsnow	3.78870038796e-119	0.337141082557	0.183261809125	0.206375194398	0.266112335443	0.263050030957	0.300061507715
66.5	newsnow	3.78870126017e-119	0.427368692865	0.249868041317	0.35091341787	0.415201601824	0.426797830532	0.443041595905
0	tundra	3.7886966911e-119	0.678527435053	0.341073902228	0.331828223206	0.460051152966	0.440164489779	0.538724049629
0	ocean	3.78869671731e-119	0.685723403486	0.345975650661	0.338756291409	0.468790942331	0.449073271028	0.547531523753
0	desert	3.78869753685e-119	0.751275895505	0.385206275998	0.383926635918	0.528075288604	0.507591247331	0.611950932723
0	oldsnow	3.78870038796e-119	1.23817655805	0.703803283428	0.834033493026	1.07616182795	1.06869939668	1.17707422966
0	newsnow	3.78870126017e-119	1.60154420084	0.973426038359	1.42270618914	1.68756914318	1.73893840518	1.75984246511
